,Unnamed: 0,Segment,City,State,Postal Code,Region,Category,Sub-Category,Quantity,Discount,Profit,Order Date,Ship Date,Sales,Product Name,geocode,latitude,longitude
1952,1981,Corporate,San Francisco,California,94109,West,Technology,Accessories,8,0.0,59.8176,2018-11-27,2018-03-12,166.16,Enermax Briskie RF Wireless Keyboard and Mouse Combo,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
1953,1982,Home Office,San Francisco,California,94109,West,Furniture,Furnishings,3,0.0,4.8609,2016-05-25,2016-05-27,14.73,Ultra Door Push Plate,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
1954,1983,Consumer,Broomfield,Colorado,80020,West,Office Supplies,Binders,2,0.7,-13.312,2017-08-07,2017-12-07,19.968,GBC Twin Loop Wire Binding Elements,"Broomfield, Colorado, United States",39.9403995,-105.05208
1955,1984,Consumer,Broomfield,Colorado,80020,West,Office Supplies,Storage,7,0.2,-1.2558,2017-08-07,2017-12-07,33.488,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","Broomfield, Colorado, United States",39.9403995,-105.05208
1956,1985,Consumer,Broomfield,Colorado,80020,West,Office Supplies,Binders,4,0.7,-6.1152,2017-08-07,2017-12-07,8.736,Wilson Jones Active Use Binders,"Broomfield, Colorado, United States",39.9403995,-105.05208
1957,1986,Consumer,Broomfield,Colorado,80020,West,Furniture,Chairs,3,0.2,74.574,2017-08-07,2017-12-07,662.88,SAFCO Arco Folding Chair,"Broomfield, Colorado, United States",39.9403995,-105.05208
1958,1987,Corporate,Quincy,Illinois,62301,Central,Office Supplies,Labels,4,0.2,17.76,2018-08-29,2018-01-09,47.36,Avery 505,"Quincy, Norfolk County, Massachusetts, United States",42.2509914,-71.0037374
1959,1988,Corporate,Quincy,Illinois,62301,Central,Office Supplies,Storage,2,0.2,2.401,2018-08-29,2018-01-09,27.44,Advantus Rolling Storage Box,"Quincy, Norfolk County, Massachusetts, United States",42.2509914,-71.0037374
1960,1989,Corporate,Quincy,Illinois,62301,Central,Office Supplies,Binders,9,0.8,-5.184,2018-08-29,2018-01-09,3.24,Wilson Jones Easy Flow II Sheet Lifters,"Quincy, Norfolk County, Massachusetts, United States",42.2509914,-71.0037374
1961,1990,Corporate,Carrollton,Texas,75007,Central,Technology,Accessories,4,0.2,26.3912,2017-06-20,2017-06-26,95.968,Logitech Trackman Marble Mouse,"Carrollton, Dallas County, Texas, United States",32.9537349,-96.8902816
1962,1991,Corporate,Carrollton,Texas,75007,Central,Office Supplies,Paper,2,0.2,3.6288,2017-06-20,2017-06-26,10.368,Xerox 206,"Carrollton, Dallas County, Texas, United States",32.9537349,-96.8902816
1963,1992,Corporate,New York City,New York,10009,East,Office Supplies,Art,2,0.0,6.468,2018-02-09,2018-06-09,23.1,Newell 324,"City of New York, New York, United States",40.7127281,-74.0060152
1964,1993,Corporate,New York City,New York,10009,East,Furniture,Furnishings,2,0.0,3.462,2018-02-09,2018-06-09,11.54,DAX Cubicle Frames - 8x10,"City of New York, New York, United States",40.7127281,-74.0060152
1965,1994,Corporate,New York City,New York,10009,East,Furniture,Tables,1,0.4,-93.3262,2018-02-09,2018-06-09,254.526,Bush Advantage Collection Racetrack Conference Table,"City of New York, New York, United States",40.7127281,-74.0060152
1966,1995,Corporate,New York City,New York,10009,East,Office Supplies,Appliances,1,0.0,3.7642,2018-02-09,2018-06-09,12.98,Fellowes Basic Home/Office Series Surge Protectors,"City of New York, New York, United States",40.7127281,-74.0060152
1967,1996,Corporate,New York City,New York,10009,East,Office Supplies,Binders,8,0.2,8.9208,2018-02-09,2018-06-09,26.432,"ACCOHIDE 3-Ring Binder, Blue, 1""","City of New York, New York, United States",40.7127281,-74.0060152
1968,1997,Corporate,New York City,New York,10009,East,Technology,Phones,3,0.0,57.4113,2018-02-09,2018-06-09,197.97,Cisco SPA508G,"City of New York, New York, United States",40.7127281,-74.0060152
1969,1998,Corporate,New York City,New York,10009,East,Technology,Phones,3,0.0,57.4113,2017-12-24,2017-12-27,197.97,Samsung Rugby III,"City of New York, New York, United States",40.7127281,-74.0060152
1970,1999,Corporate,New York City,New York,10009,East,Technology,Phones,3,0.0,53.4519,2018-02-09,2018-06-09,197.97,Cisco SPA508G,"City of New York, New York, United States",40.7127281,-74.0060152
1971,2000,Corporate,New York City,New York,10009,East,Technology,Phones,3,0.0,53.4519,2017-12-24,2017-12-27,197.97,Samsung Rugby III,"City of New York, New York, United States",40.7127281,-74.0060152
1972,2001,Corporate,New York City,New York,10009,East,Office Supplies,Labels,6,0.0,9.072,2018-02-09,2018-06-09,18.9,Avery 518,"City of New York, New York, United States",40.7127281,-74.0060152
1973,2002,Corporate,New York City,New York,10009,East,Furniture,Chairs,5,0.1,213.735,2018-02-09,2018-06-09,1282.41,Global Commerce Series High-Back Swivel/Tilt Chairs,"City of New York, New York, United States",40.7127281,-74.0060152
1974,2003,Corporate,New York City,New York,10009,East,Office Supplies,Art,3,0.0,2.214,2018-02-09,2018-06-09,4.92,BIC Brite Liner Grip Highlighters,"City of New York, New York, United States",40.7127281,-74.0060152
1975,2004,Corporate,New York City,New York,10009,East,Technology,Accessories,2,0.0,38.08,2018-02-09,2018-06-09,238.0,WD My Passport Ultra 2TB Portable External Hard Drive,"City of New York, New York, United States",40.7127281,-74.0060152
1976,2005,Corporate,New York City,New York,10009,East,Technology,Accessories,3,0.0,40.3128,2018-02-09,2018-06-09,167.97,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,"City of New York, New York, United States",40.7127281,-74.0060152
1977,2006,Corporate,New York City,New York,10009,East,Office Supplies,Paper,4,0.0,7.704,2018-02-09,2018-06-09,17.12,Xerox 1962,"City of New York, New York, United States",40.7127281,-74.0060152
1978,2007,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Binders,3,0.0,7.776,2018-10-09,2018-09-15,16.2,3M Organizer Strips,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
1979,2008,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Appliances,3,0.0,14.6157,2018-10-09,2018-09-15,33.99,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room","Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
1980,2009,Consumer,Springfield,Missouri,65807,Central,Technology,Accessories,5,0.0,53.433,2018-10-09,2018-09-15,296.85,Logitech G105 Gaming Keyboard,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
1981,2010,Consumer,Springfield,Missouri,65807,Central,Technology,Accessories,6,0.0,6.768,2018-10-09,2018-09-15,112.8,Imation Clip USB flash drive - 8 GB,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
1982,2011,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Binders,3,0.0,6.5808,2018-10-09,2018-09-15,13.71,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
1983,2012,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Paper,5,0.0,11.703,2018-10-09,2018-09-15,24.9,Xerox 1970,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
1984,2013,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Storage,3,0.0,17.1774,2018-10-09,2018-09-15,286.29,Fellowes Stor/Drawer Steel Plus Storage Drawers,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
1985,2014,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Appliances,2,0.0,7.254,2018-10-09,2018-09-15,24.18,Acco 6 Outlet Guardian Standard Surge Suppressor,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
1986,2015,Consumer,Paterson,New Jersey,7501,East,Technology,Phones,3,0.0,78.9516,2018-12-21,2018-12-28,281.97,Jabra SPEAK 410,"Paterson, Passaic County, New Jersey, United States",40.9167654,-74.171811
1987,2016,Consumer,Paterson,New Jersey,7501,East,Office Supplies,Supplies,5,0.0,20.155,2018-12-21,2018-12-28,69.5,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","Paterson, Passaic County, New Jersey, United States",40.9167654,-74.171811
1988,2017,Consumer,Paterson,New Jersey,7501,East,Office Supplies,Paper,3,0.0,79.8912,2018-12-21,2018-12-28,166.44,Xerox 1913,"Paterson, Passaic County, New Jersey, United States",40.9167654,-74.171811
1989,2018,Consumer,Tulsa,Oklahoma,74133,Central,Technology,Accessories,4,0.0,102.186,2018-09-23,2018-09-29,291.96,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,"Tulsa, Tulsa County, Oklahoma, United States",36.1563122,-95.9927436
1990,2019,Home Office,Chicago,Illinois,60623,Central,Office Supplies,Art,3,0.2,0.6408,2018-06-05,2018-11-05,6.408,Blackstonian Pencils,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
1991,2020,Home Office,Chicago,Illinois,60623,Central,Technology,Accessories,7,0.2,76.6395,2018-06-05,2018-11-05,408.744,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
1992,2021,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Binders,4,0.8,-8.6768,2015-12-14,2015-12-19,5.104,Avery Heavy-Duty EZD View Binder with Locking Rings,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
1993,2022,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Fasteners,2,0.2,0.4706,2015-12-14,2015-12-19,2.896,Assorted Color Push Pins,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
1994,2023,Consumer,Chicago,Illinois,60610,Central,Technology,Accessories,3,0.2,-2.1885,2015-12-14,2015-12-19,35.016,Belkin Standard 104 key USB Keyboard,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
1995,2024,Corporate,Montgomery,Alabama,36116,South,Office Supplies,Storage,3,0.0,11.0388,2015-10-18,2015-10-20,275.97,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","Montgomery, Montgomery County, Alabama, United States",32.3669656,-86.3006485
1996,2025,Corporate,Montgomery,Alabama,36116,South,Technology,Phones,5,0.0,362.687,2015-10-18,2015-10-20,1394.95,Avaya IP Phone 1140E VoIP phone,"Montgomery, Montgomery County, Alabama, United States",32.3669656,-86.3006485
1997,2026,Corporate,Montgomery,Alabama,36116,South,Furniture,Chairs,6,0.0,70.9644,2015-10-18,2015-10-20,545.88,"Global Wood Trimmed Manager's Task Chair, Khaki","Montgomery, Montgomery County, Alabama, United States",32.3669656,-86.3006485
1998,2027,Consumer,Salem,Oregon,97301,West,Office Supplies,Art,2,0.2,0.5904,2016-08-05,2016-12-05,5.248,Newell 321,"Salem, Marion County, Oregon, United States",44.9391565,-123.033121
1999,2028,Consumer,Glendale,Arizona,85301,West,Furniture,Chairs,4,0.2,105.0228,2017-04-14,2017-04-14,933.536,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"Glendale, Los Angeles County, California, United States",34.1469416,-118.2478471
2000,2029,Consumer,Glendale,Arizona,85301,West,Office Supplies,Storage,4,0.2,4.2976,2017-04-14,2017-04-14,42.976,"Fellowes Personal Hanging Folder Files, Navy","Glendale, Los Angeles County, California, United States",34.1469416,-118.2478471
2001,2030,Corporate,Columbus,Georgia,31907,South,Office Supplies,Binders,2,0.0,1.8048,2016-12-14,2016-12-16,3.76,3-ring staple pack,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
2002,2031,Consumer,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,4,0.0,134.3888,2015-03-12,2015-09-12,479.96,Jabra Supreme Plus Driver Edition Headset,"Oklahoma City, Oklahoma County, Oklahoma, United States",35.4729886,-97.5170536
2003,2032,Corporate,Brentwood,California,94513,West,Office Supplies,Appliances,6,0.0,93.0552,2015-11-25,2015-11-27,320.88,Belkin F9G930V10-GRY 9 Outlet Surge,"Brentwood, Contra Costa County, California, 94513, United States",37.9317766,-121.696026
2004,2033,Corporate,Brentwood,California,94513,West,Furniture,Furnishings,3,0.0,10.5072,2015-11-25,2015-11-27,23.88,Staple-based wall hangings,"Brentwood, Contra Costa County, California, 94513, United States",37.9317766,-121.696026
2005,2034,Corporate,Brentwood,California,94513,West,Office Supplies,Paper,4,0.0,12.3096,2015-11-25,2015-11-27,26.76,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","Brentwood, Contra Costa County, California, 94513, United States",37.9317766,-121.696026
2006,2035,Consumer,Columbus,Ohio,43229,East,Technology,Copiers,4,0.4,191.9968,2017-07-25,2017-07-27,1439.976,Hewlett Packard LaserJet 3310 Copier,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
2007,2036,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Binders,3,0.0,7.9212,2016-09-11,2016-11-13,17.22,Binder Posts,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
2008,2037,Consumer,Springfield,Missouri,65807,Central,Furniture,Tables,7,0.0,215.1198,2016-09-11,2016-11-13,1024.38,Bevis Round Conference Table Top & Single Column Base,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
2009,2038,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,3,0.0,12.3234,2016-09-11,2016-11-13,26.22,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
2010,2039,Consumer,Springfield,Missouri,65807,Central,Office Supplies,Paper,3,0.0,8.4966,2016-09-11,2016-11-13,17.34,Xerox 1978,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
2011,2040,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4,0.7,-3.7996,2018-02-24,2018-02-28,4.956,"ACCOHIDE 3-Ring Binder, Blue, 1""","Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
2012,2041,Home Office,Springfield,Oregon,97477,West,Office Supplies,Labels,6,0.2,26.64,2018-06-25,2018-02-07,71.04,Alphabetical Labels for Top Tab Filing,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
2013,2042,Home Office,Springfield,Oregon,97477,West,Office Supplies,Art,2,0.2,0.7348,2018-06-25,2018-02-07,5.344,"Eldon Spacemaker Box, Quick-Snap Lid, Clear","Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
2014,2043,Home Office,Springfield,Oregon,97477,West,Office Supplies,Fasteners,3,0.2,-2.1195,2018-06-25,2018-02-07,11.304,Plymouth Boxed Rubber Bands by Plymouth,"Springfield, Sangamon County, Illinois, United States",39.7990175,-89.6439575
2015,2044,Consumer,Houston,Texas,77036,Central,Office Supplies,Appliances,5,0.8,-766.012,2018-02-12,2018-04-12,294.62,3.6 Cubic Foot Counter Height Office Refrigerator,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2016,2045,Consumer,Houston,Texas,77036,Central,Furniture,Furnishings,4,0.6,-3.7196,2018-02-12,2018-04-12,8.752,Advantus Panel Wall Acrylic Frame,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2017,2046,Corporate,Chesapeake,Virginia,23320,South,Office Supplies,Labels,4,0.0,7.2,2015-06-02,2015-09-02,15.0,Avery 480,"Chesapeake, Virginia, United States",36.7183708,-76.2466798
2018,2047,Corporate,Chesapeake,Virginia,23320,South,Technology,Phones,1,0.0,42.0186,2015-06-02,2015-09-02,161.61,Aastra 57i VoIP phone,"Chesapeake, Virginia, United States",36.7183708,-76.2466798
2019,2048,Corporate,Chesapeake,Virginia,23320,South,Technology,Phones,5,0.0,42.0355,2015-06-02,2015-09-02,144.95,AT&T CL82213,"Chesapeake, Virginia, United States",36.7183708,-76.2466798
2020,2049,Consumer,Pasadena,California,91104,West,Technology,Accessories,5,0.0,21.9945,2018-11-04,2018-04-18,199.95,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,"Pasadena, Los Angeles County, California, United States",34.1476452,-118.1444779
2021,2050,Consumer,Pasadena,California,91104,West,Office Supplies,Art,7,0.0,14.2324,2018-11-04,2018-04-18,41.86,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color","Pasadena, Los Angeles County, California, United States",34.1476452,-118.1444779
2022,2051,Consumer,Louisville,Kentucky,40214,South,Office Supplies,Storage,3,0.0,9.594,2018-12-25,2018-12-28,95.94,Fellowes Bankers Box Stor/Drawer Steel Plus,"Louisville, Jefferson County, Kentucky, United States",38.2542376,-85.759407
2023,2052,Consumer,Louisville,Kentucky,40214,South,Furniture,Chairs,5,0.0,76.1125,2018-12-25,2018-12-28,304.45,"Global Value Mid-Back Manager's Chair, Gray","Louisville, Jefferson County, Kentucky, United States",38.2542376,-85.759407
2024,2053,Home Office,Lubbock,Texas,79424,Central,Office Supplies,Binders,3,0.8,-17.046,2018-11-04,2018-04-18,11.364,Flexible Leather- Look Classic Collection Ring Binder,"Lubbock, Lubbock County, Texas, United States",33.5635206,-101.879336
2025,2054,Corporate,Columbia,Missouri,65203,Central,Office Supplies,Art,7,0.0,11.5752,2015-12-31,2016-04-01,29.68,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Colombia,4.099917,-72.9088133
2026,2055,Corporate,Columbia,Missouri,65203,Central,Technology,Accessories,7,0.0,16.1602,2015-12-31,2016-04-01,47.53,Sabrent 4-Port USB 2.0 Hub,Colombia,4.099917,-72.9088133
2027,2056,Consumer,Chicago,Illinois,60623,Central,Furniture,Bookcases,2,0.3,-36.6744,2018-03-08,2018-04-08,183.372,"O'Sullivan Elevations Bookcase, Cherry Finish","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
2028,2057,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Art,3,0.2,0.4752,2015-11-15,2015-11-21,4.224,Newell 310,"Johnson City, Washington County, Tennessee, United States",36.3134398,-82.3534728
2029,2058,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Appliances,2,0.2,29.1424,2015-11-15,2015-11-21,333.056,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","Johnson City, Washington County, Tennessee, United States",36.3134398,-82.3534728
2030,2059,Consumer,Johnson City,Tennessee,37604,South,Office Supplies,Paper,4,0.2,7.78,2015-11-15,2015-11-21,24.896,"Southworth 100% Résumé Paper, 24lb.","Johnson City, Washington County, Tennessee, United States",36.3134398,-82.3534728
2031,2060,Consumer,Houston,Texas,77041,Central,Technology,Accessories,2,0.2,35.9964,2016-11-12,2016-11-12,159.984,Logitech Wireless Performance Mouse MX for PC and Mac,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2032,2061,Consumer,Houston,Texas,77041,Central,Office Supplies,Storage,3,0.2,4.6344,2016-11-12,2016-11-12,46.344,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2033,2062,Consumer,Auburn,Alabama,36830,South,Furniture,Chairs,1,0.0,84.2352,2017-09-18,2017-09-23,350.98,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"Auburn, Lee County, Alabama, United States",32.6098566,-85.4807825
2034,2063,Consumer,Auburn,Alabama,36830,South,Office Supplies,Paper,2,0.0,6.0168,2017-09-18,2017-09-23,13.08,Southworth Parchment Paper & Envelopes,"Auburn, Lee County, Alabama, United States",32.6098566,-85.4807825
2035,2064,Consumer,Auburn,Alabama,36830,South,Office Supplies,Storage,4,0.0,117.0104,2017-09-18,2017-09-23,900.08,Tennsco Double-Tier Lockers,"Auburn, Lee County, Alabama, United States",32.6098566,-85.4807825
2036,2065,Consumer,San Bernardino,California,92404,West,Office Supplies,Binders,2,0.2,6.3684,2016-03-19,2016-03-23,17.568,GBC Imprintable Covers,"San Bernardino County, California, United States",34.8253019,-116.0833144
2037,2066,Consumer,San Bernardino,California,92404,West,Office Supplies,Labels,2,0.0,6.8714,2016-03-19,2016-03-23,14.62,Self-Adhesive Address Labels for Typewriters by Universal,"San Bernardino County, California, United States",34.8253019,-116.0833144
2038,2067,Consumer,San Bernardino,California,92404,West,Office Supplies,Supplies,4,0.0,8.6736,2016-03-19,2016-03-23,33.36,Acme Elite Stainless Steel Scissors,"San Bernardino County, California, United States",34.8253019,-116.0833144
2039,2068,Consumer,San Bernardino,California,92404,West,Office Supplies,Paper,6,0.0,19.6686,2016-03-19,2016-03-23,40.14,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page","San Bernardino County, California, United States",34.8253019,-116.0833144
2040,2069,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Storage,9,0.0,481.869,2017-09-19,2017-09-21,1606.23,"Hot File 7-Pocket, Floor Stand","Providence, Providence County, Rhode Island, United States",41.8239891,-71.4128343
2041,2070,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Paper,3,0.0,7.668,2017-09-19,2017-09-21,17.04,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","Providence, Providence County, Rhode Island, United States",41.8239891,-71.4128343
2042,2071,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Binders,3,0.0,23.7744,2017-09-19,2017-09-21,49.53,JM Magazine Binder,"Providence, Providence County, Rhode Island, United States",41.8239891,-71.4128343
2043,2072,Home Office,Providence,Rhode Island,2908,East,Furniture,Chairs,4,0.0,244.2496,2017-09-19,2017-09-21,872.32,"Lifetime Advantage Folding Chairs, 4/Carton","Providence, Providence County, Rhode Island, United States",41.8239891,-71.4128343
2044,2073,Consumer,Fresno,California,93727,West,Office Supplies,Binders,5,0.2,77.714,2018-08-20,2018-08-22,239.12,GBC Recycled Regency Composition Covers,"Fresno, Fresno County, California, United States",36.7295295,-119.70886126075588
2045,2074,Consumer,Seattle,Washington,98103,West,Furniture,Bookcases,2,0.0,39.7488,2016-03-13,2016-03-15,141.96,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","Seattle, King County, Washington, United States",47.6038321,-122.330062
2046,2075,Home Office,Lancaster,California,93534,West,Office Supplies,Binders,2,0.2,11.5584,2017-08-09,2017-10-09,33.024,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","Lancaster, Lancaster County, Pennsylvania, United States",40.03813,-76.3056686
2047,2076,Home Office,Lancaster,California,93534,West,Office Supplies,Binders,4,0.2,23.4976,2017-08-09,2017-10-09,67.136,Premium Transparent Presentation Covers by GBC,"Lancaster, Lancaster County, Pennsylvania, United States",40.03813,-76.3056686
2048,2077,Corporate,Leominster,Massachusetts,1453,East,Office Supplies,Binders,3,0.0,6.9231,2016-11-26,2016-11-30,14.73,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Leominster, Worcester County, Massachusetts, 01453, United States",42.5267443,-71.7614891
2049,2078,Corporate,Leominster,Massachusetts,1453,East,Office Supplies,Storage,5,0.0,25.176,2016-11-26,2016-11-30,104.9,"Tennsco Lockers, Sand","Leominster, Worcester County, Massachusetts, 01453, United States",42.5267443,-71.7614891
2050,2079,Corporate,Leominster,Massachusetts,1453,East,Office Supplies,Binders,4,0.0,30.52,2016-11-26,2016-11-30,61.04,Aluminum Screw Posts,"Leominster, Worcester County, Massachusetts, 01453, United States",42.5267443,-71.7614891
2051,2080,Corporate,Leominster,Massachusetts,1453,East,Office Supplies,Paper,3,0.0,5.1465,2016-11-26,2016-11-30,10.95,Loose Memo Sheets,"Leominster, Worcester County, Massachusetts, 01453, United States",42.5267443,-71.7614891
2052,2081,Corporate,Fort Worth,Texas,76106,Central,Office Supplies,Paper,2,0.2,3.2872,2017-09-12,2017-12-13,9.392,Things To Do Today Pad,"Fort Worth, Tarrant County, Texas, United States",32.753177,-97.3327459
2053,2082,Corporate,Fort Worth,Texas,76106,Central,Office Supplies,Art,1,0.2,0.8162,2017-09-12,2017-12-13,9.328,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","Fort Worth, Tarrant County, Texas, United States",32.753177,-97.3327459
2054,2083,Consumer,Rochester,Minnesota,55901,Central,Office Supplies,Binders,2,0.0,3.8822,2018-09-25,2018-09-29,8.26,ACCOHIDE Binder by Acco,"City of Rochester, Monroe County, New York, United States",43.157285,-77.615214
2055,2084,Consumer,Rochester,Minnesota,55901,Central,Furniture,Chairs,3,0.0,51.2943,2018-09-25,2018-09-29,269.97,"Global Leather Task Chair, Black","City of Rochester, Monroe County, New York, United States",43.157285,-77.615214
2056,2085,Home Office,Bozeman,Montana,59715,West,Office Supplies,Paper,3,0.0,13.9392,2016-01-23,2016-01-27,29.04,"Wirebound Service Call Books, 5 1/2"" x 4""","Bozeman, Gallatin County, Montana, United States",45.6794293,-111.044047
2057,2086,Home Office,Bozeman,Montana,59715,West,Office Supplies,Labels,2,0.0,6.8714,2016-01-23,2016-01-27,14.62,Avery 500,"Bozeman, Gallatin County, Montana, United States",45.6794293,-111.044047
2058,2087,Home Office,Peoria,Arizona,85345,West,Office Supplies,Paper,3,0.2,4.3326,2016-06-18,2016-06-23,11.952,Xerox 1922,"Peoria, Peoria County, Illinois, United States",40.6938609,-89.5891008
2059,2088,Home Office,Peoria,Arizona,85345,West,Office Supplies,Binders,7,0.7,-3.3264,2016-06-18,2016-06-23,4.536,Peel & Stick Add-On Corner Pockets,"Peoria, Peoria County, Illinois, United States",40.6938609,-89.5891008
2060,2089,Home Office,Peoria,Arizona,85345,West,Office Supplies,Binders,2,0.7,-6.104,2016-06-18,2016-06-23,9.156,Aluminum Screw Posts,"Peoria, Peoria County, Illinois, United States",40.6938609,-89.5891008
2061,2090,Home Office,Peoria,Arizona,85345,West,Furniture,Furnishings,5,0.2,20.724,2016-06-18,2016-06-23,75.36,Flat Face Poster Frame,"Peoria, Peoria County, Illinois, United States",40.6938609,-89.5891008
2062,2091,Corporate,San Diego,California,92105,West,Office Supplies,Binders,6,0.2,20.1264,2016-02-10,2016-08-10,57.504,GBC Personal VeloBind Strips,"San Diego, San Diego County, California, United States",32.7174202,-117.1627728
2063,2092,Corporate,Lakewood,Ohio,44107,East,Office Supplies,Art,7,0.2,7.7728,2018-11-18,2018-11-23,38.864,BIC Liqua Brite Liner,"Lakewood, Jefferson County, Colorado, United States",39.7085736,-105.0846694
2064,2093,Corporate,Houston,Texas,77095,Central,Office Supplies,Paper,3,0.2,5.4432,2015-08-17,2015-08-23,15.552,Xerox 203,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2065,2094,Corporate,Houston,Texas,77095,Central,Office Supplies,Paper,3,0.2,5.4432,2016-12-11,2016-11-18,15.552,Xerox 1957,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2066,2095,Corporate,Houston,Texas,77095,Central,Office Supplies,Paper,3,0.2,5.6376,2015-08-17,2015-08-23,15.552,Xerox 203,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2067,2096,Corporate,Houston,Texas,77095,Central,Office Supplies,Paper,3,0.2,5.6376,2016-12-11,2016-11-18,15.552,Xerox 1957,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
2068,2097,Corporate,Perth Amboy,New Jersey,8861,East,Office Supplies,Appliances,2,0.0,45.5392,2017-07-17,2017-07-21,162.64,Kensington 4 Outlet MasterPiece Compact Power Control Center,"Perth Amboy, Middlesex County, New Jersey, 08861, United States",40.5200187,-74.2745215
2069,2098,Corporate,Perth Amboy,New Jersey,8861,East,Technology,Phones,3,0.0,280.59,2017-07-17,2017-07-21,597.0,Bose SoundLink Bluetooth Speaker,"Perth Amboy, Middlesex County, New Jersey, 08861, United States",40.5200187,-74.2745215
